name,segment,job,world,world_group,tier,union_level,access_flag,character_age_days,event_flag,duration_days,trailing_inactive_days,first_active_date,last_active_date,active_day_count,active_day_ratio,avg_exp_on_active_days,pre_avg,post_avg
01연,Lv.285~289,프렌즈 월드,스카니아,기타,3,8072.0,False,269.0,1,72,38,2025-11-24,2026-02-05,51,0.4513,3647508307911.961,144090585505.72726,2009372866180.044
01진현진,Lv.285~289,도적,루나,루나크로아,3,8881.0,False,1499.0,0,116,0,2025-11-09,2026-03-06,98,0.8376,3475142926300.1226,2011882983423.743,3294489053141.232
10성식,Lv.285~289,렌,엘리시움,기타,3,9175.0,True,269.0,0,125,1,2025-11-09,2026-03-14,115,0.9127,2293120884415.3306,1502069820821.8,2320180856912.088
1254히어로,Lv.285~289,전사,베라,베라,3,9094.0,True,996.0,1,73,52,2025-11-09,2026-01-22,51,0.4048,2549489844399.3335,1307306321672.2285,926024844020.1978
12시48분이네,Lv.285~289,렌,스카니아,스카니아,2,9218.0,True,269.0,0,125,0,2025-11-09,2026-03-15,120,0.9524,7466970734709.85,4020755553061.4,8300110371516.846
150kg비건,Lv.285~289,전사,엘리시움,기타,3,8914.0,False,269.0,1,67,31,2025-12-06,2026-02-12,47,0.4747,1716456161297.8936,721666871254.125,823078072648.0
1876025759,Lv.285~289,엔젤릭버스터,베라,베라,3,9001.0,False,2083.0,1,1,114,2025-11-20,2025-11-20,1,0.0079,114400000.0,3268571.4285714286,0.0
1998,Lv.290~294,라라,아케인,기타,1,9676.0,True,624.0,0,125,0,2025-11-09,2026-03-15,126,1.0,19580595698367.11,9547805542161.8,23439361143061.46
1일1개굴,Lv.285~289,마법사,스카니아,스카니아,3,9094.0,False,269.0,1,13,93,2025-11-28,2025-12-11,2,0.0175,235058597122.0,20439878010.608696,0.0
2020년1월17,Lv.285~289,해적,루나,루나크로아,2,9051.0,True,2350.0,0,125,2,2025-11-09,2026-03-13,108,0.8571,3660062559580.472,2121127908755.2856,3527992083826.989
25555555,Lv.285~289,기사단,루나,루나크로아,2,9608.0,True,2635.0,0,125,0,2025-11-09,2026-03-15,124,0.9841,4272094920253.0566,1547108652062.4,5226274365815.33
25y0619,Lv.285~289,렌,엘리시움,기타,3,9880.0,True,269.0,0,125,0,2025-11-09,2026-03-15,91,0.7222,1154046394862.989,2496106189970.5713,194005552566.6154
28남숍,Lv.285~289,마법사,베라,베라,3,9154.0,False,796.0,1,41,83,2025-11-10,2025-12-21,7,0.0556,402959245813.5714,80584336052.88571,2889657.6263736263
28대왕관종,Lv.290~294,루미너스,베라,베라,2,9834.0,True,3724.0,0,125,0,2025-11-09,2026-03-15,64,0.5079,410607096521.875,150395457966.65714,230934210423.8132
29여,Lv.290~294,마법사,크로아,루나크로아,2,9101.0,True,4452.0,0,125,0,2025-11-09,2026-03-15,112,0.8889,2489444897270.0356,1804987391655.5144,2369706261387.923
2세계용사,Lv.285~289,렌,스카니아,스카니아,3,8895.0,True,269.0,0,125,0,2025-11-09,2026-03-15,101,0.8016,3182891878123.634,1600995744334.2285,2916892622404.275
2열3층,Lv.285~289,칼리,크로아,루나크로아,3,8601.0,True,633.0,1,92,24,2025-11-18,2026-02-19,13,0.1102,2332369877278.6924,406728811617.0,212517917483.12088
2호선유랑자,Lv.285~289,렌,엘리시움,기타,2,9398.0,True,269.0,0,113,0,2025-11-21,2026-03-15,110,0.9649,8115219184318.046,3736109998782.3477,8865314069263.637
30채쿰심헤도,Lv.285~289,마법사,스카니아,기타,3,8813.0,True,269.0,0,118,0,2025-11-16,2026-03-15,82,0.6833,2214288012793.744,1247770913956.862,1597651214772.945
3도류감자,Lv.285~289,도적,스카니아,스카니아,3,10072.0,True,3236.0,0,123,4,2025-11-11,2026-03-11,24,0.1905,275783675994.7083,135095964856.0,20774169823.21978
42424,Lv.285~289,궁수,스카니아,스카니아,3,9538.0,False,1192.0,1,57,58,2025-11-19,2026-01-15,2,0.0159,185622827.5,5153174.771428571,2097632.285714286
4공단,Lv.285~289,렌,스카니아,스카니아,3,9663.0,True,269.0,0,123,4,2025-11-11,2026-03-11,37,0.2984,667794811039.5676,60501614093.72727,249580821355.72528
4러스,Lv.285~289,렌,루나,루나크로아,3,8765.0,False,269.0,1,54,59,2025-11-21,2026-01-14,19,0.1667,846445270395.5264,487146747512.4783,53605329062.94505
523중력게이,Lv.285~289,프렌즈 월드,오로라,기타,3,8821.0,True,2171.0,0,117,0,2025-11-17,2026-03-15,84,0.6667,6213022517853.738,1697738946.857143,5734444732270.044
541014,Lv.285~289,해적,오로라,기타,3,9373.0,True,396.0,0,91,0,2025-12-13,2026-03-15,80,0.8696,2239018936890.25,28358422873.0,1968056665146.6704
6thsaturday,Lv.285~289,에반,스카니아,스카니아,3,8866.0,True,268.0,1,111,14,2025-11-09,2026-03-01,53,0.4206,943994519931.8302,1223904294441.2285,79066585175.20879
73반장,Lv.285~289,마법사,루나,루나크로아,3,9384.0,True,777.0,0,125,1,2025-11-09,2026-03-14,74,0.5873,4453502492024.797,1457067951755.743,3061118748333.89
79131000,Lv.285~289,렌,스카니아,기타,3,9084.0,True,267.0,0,116,0,2025-11-18,2026-03-15,115,0.9829,7198687150107.644,3215967890031.6924,8178394034302.802
817456,Lv.285~289,렌,엘리시움,기타,3,9191.0,True,269.0,0,19,0,2026-02-24,2026-03-15,18,0.1607,2411666318055.4443,0.0,477032898076.9011
85축,Lv.290~294,궁수,베라,베라,2,9982.0,True,2613.0,0,125,0,2025-11-09,2026-03-15,126,1.0,2698139606535.5317,1838413341104.1428,3028803554778.3735
8대째아스날,Lv.285~289,기사단,엘리시움,기타,3,9082.0,True,815.0,0,124,0,2025-11-10,2026-03-15,52,0.4127,2841236433121.423,927612844268.7715,1266789505196.7803
940519,Lv.285~289,아크,크로아,루나크로아,3,9725.0,True,1675.0,0,125,0,2025-11-09,2026-03-15,77,0.6111,818525376424.1428,597654763800.2572,462731178589.5604
AD스,Lv.290~294,아델,엘리시움,기타,2,9845.0,True,1834.0,0,125,0,2025-11-09,2026-03-15,123,0.9762,3896806351806.1953,3264033482494.5713,4011714388844.5273
AHOF,Lv.290~294,마법사,오로라,기타,2,9781.0,True,2699.0,0,125,0,2025-11-09,2026-03-15,104,0.8254,2293836024560.8174,765174061502.0857,2327229169250.022
ALO렌,Lv.285~289,렌,스카니아,스카니아,3,8895.0,False,269.0,1,1,107,2025-11-27,2025-11-27,1,0.0088,74257383403.0,3228581887.0869565,0.0
AM12시47분,Lv.285~289,마법사,스카니아,스카니아,2,9355.0,True,775.0,0,124,0,2025-11-10,2026-03-15,98,0.7778,3319199590814.2856,1302673170392.8572,3073494493802.747
ARAN,Lv.290~294,아란,크로아,루나크로아,2,9527.0,True,3532.0,0,125,0,2025-11-09,2026-03-15,121,0.9603,6630507802421.95,3300842791949.514,7546834575547.506
ATH0619,Lv.285~289,렌,엘리시움,기타,3,8753.0,False,269.0,1,8,108,2025-11-18,2025-11-26,7,0.0598,787125900234.2858,211918511601.53845,0.0
AdeleTeaM,Lv.290~294,아델,루나,루나크로아,2,9667.0,True,1000.0,0,125,0,2025-11-09,2026-03-15,109,0.8651,4660678785374.064,2003146987504.4285,4812130143330.967
Aloness,Lv.285~289,팬텀,스카니아,스카니아,3,9655.0,True,3303.0,0,125,0,2025-11-09,2026-03-15,89,0.7063,5131441465055.82,408796238327.5143,4861433209324.23
Alpais,Lv.285~289,궁수,오로라,기타,2,9117.0,True,2614.0,0,125,0,2025-11-09,2026-03-15,109,0.8651,6000351954429.505,1613349855360.4285,6566715583463.747
AltAD,Lv.290~294,도적,오로라,기타,2,9560.0,False,1730.0,1,6,44,2026-01-24,2026-01-30,7,0.0556,4503575054855.857,0.0,346428850373.52747
Arran장검,Lv.285~289,렌,스카니아,스카니아,3,8850.0,True,269.0,0,116,6,2025-11-18,2026-03-09,52,0.4444,811680831882.1538,741326313310.6538,252010100129.6154
Arya,Lv.290~294,궁수,루나,루나크로아,2,9457.0,True,2278.0,0,125,0,2025-11-09,2026-03-15,105,0.8333,9631454824502.742,2818280364035.2285,10029263119028.076
A맛잇는앵두,Lv.285~289,렌,엘리시움,기타,3,9927.0,True,269.0,1,109,7,2025-11-18,2026-03-08,48,0.4068,251094349009.27084,249580960973.1111,58393876990.89011
A아론,Lv.290~294,초월자,엘리시움,기타,2,9595.0,True,4102.0,0,125,0,2025-11-09,2026-03-15,110,0.873,4794534134981.1455,1218662675742.8572,5326874298867.318
B4더Dawn,Lv.285~289,도적,유니온,기타,3,7770.0,True,7427.0,0,125,0,2025-11-09,2026-03-15,108,0.8571,3055229404582.4165,1225699488431.0286,3154563665932.033
BIGVOSS,Lv.285~289,레지스탕스,스카니아,스카니아,3,9245.0,False,269.0,1,41,84,2025-11-09,2025-12-20,21,0.1667,1131140590094.5715,570018474174.6571,41794569185.41758
BOSE,Lv.285~289,마법사,엘리시움,기타,2,9337.0,True,1351.0,0,125,0,2025-11-09,2026-03-15,103,0.8175,893657305223.6796,1068405977999.7428,600576848440.0879
Bacteria,Lv.290~294,해적,엘리시움,기타,2,9021.0,True,1160.0,0,125,0,2025-11-09,2026-03-15,126,1.0,5724386149111.881,3273953211036.3716,6666860356064.0
BaekLyn,Lv.285~289,초월자,베라,베라,3,8900.0,False,4622.0,1,86,39,2025-11-09,2026-02-04,23,0.1825,3084076683000.6523,11602669967.885714,775029343518.011
BangTanB,Lv.290~294,팬텀,루나,루나크로아,2,9865.0,True,3530.0,0,125,0,2025-11-09,2026-03-15,111,0.881,3349366408004.261,2553949349814.343,3103202681812.868
Baselamp,Lv.285~289,마법사,크로아,루나크로아,3,9335.0,True,809.0,0,125,2,2025-11-09,2026-03-13,59,0.4683,1813616273178.7458,624539199029.9714,935653715950.5165
BeachBreak,Lv.285~289,기사단,제니스,기타,3,8933.0,False,4157.0,1,90,29,2025-11-15,2026-02-14,19,0.1508,1412163245063.6316,481138389065.4286,109794044383.72528
Best,Lv.290~294,기사단,스카니아,스카니아,2,9024.0,False,373.0,1,49,74,2025-11-11,2025-12-30,14,0.1111,4286150519873.2856,1124965625809.6,226728685438.35165
BirdPark,Lv.285~289,전사,오로라,기타,3,9134.0,True,2248.0,1,115,10,2025-11-09,2026-03-05,26,0.2063,1560803285627.0386,615790402997.0857,209101333202.25275
Black1007,Lv.285~289,카인,스카니아,스카니아,3,9486.0,True,1696.0,0,125,0,2025-11-09,2026-03-15,107,0.8492,1872918718743.8599,600054232614.6571,1971433019385.4944
BlindAlley,Lv.285~289,라라,루나,루나크로아,3,8913.0,True,1588.0,0,124,0,2025-11-10,2026-03-15,114,0.9048,3805113488961.316,2430915477103.2573,3831877978494.2417
Blossomby,Lv.285~289,렌,스카니아,스카니아,3,8928.0,True,269.0,0,125,0,2025-11-09,2026-03-15,120,0.9524,2493624223722.05,1771424692406.6858,2606978490246.2856
Bluebxrry,Lv.285~289,칼리,베라,베라,3,9292.0,False,701.0,0,125,3,2025-11-09,2026-03-12,24,0.1905,581416625943.6666,177779149221.17142,84964052746.23077
BuIIdoc,Lv.285~289,마법사,베라,베라,2,10324.0,True,3125.0,0,125,0,2025-11-09,2026-03-15,107,0.8492,3716407567017.1216,1818528889483.1143,3670407676251.901
BurningSoul,Lv.290~294,엔젤릭버스터,스카니아,스카니아,2,9838.0,True,1721.0,0,125,0,2025-11-09,2026-03-15,115,0.9127,2605586640667.6,1631929774174.8572,2665109028358.835
B쥐엠,Lv.285~289,도적,루나,루나크로아,3,9105.0,True,5568.0,0,125,0,2025-11-09,2026-03-15,106,0.8413,2672451660836.9526,1180196514712.8,2659043934437.022
B흙콰한당,Lv.285~289,아델,스카니아,스카니아,3,9287.0,True,2080.0,1,90,34,2025-11-10,2026-02-09,46,0.3651,1541280673554.652,1139191681109.6572,340958265326.10986
C1a1r,Lv.285~289,렌,베라,베라,3,9662.0,True,269.0,0,116,0,2025-11-18,2026-03-15,96,0.8205,1217999315722.2708,1423410355125.5,878233682154.6703
CALMCALMCALM,Lv.285~289,렌,루나,루나크로아,3,8948.0,True,260.0,1,67,47,2025-11-20,2026-01-27,52,0.4444,2705278572230.904,1355470569801.7307,1158596164188.5935
Carlens,Lv.285~289,렌,스카니아,기타,3,9014.0,True,269.0,0,124,0,2025-11-10,2026-03-15,48,0.384,1043654470644.3334,512949826160.7059,358847478038.0659
Car가민애렌,Lv.285~289,렌,엘리시움,기타,3,8677.0,True,269.0,1,45,72,2025-11-17,2026-01-01,17,0.1441,1214972462512.8235,614376049088.8889,44685478432.06593
Chan의하루,Lv.285~289,마법사,베라,베라,2,10152.0,True,3430.0,0,125,0,2025-11-09,2026-03-15,104,0.8254,2232812711513.7114,1546245743350.3713,1957076054727.066
Charemis,Lv.285~289,초월자,엘리시움,기타,3,10379.0,True,4105.0,0,125,4,2025-11-09,2026-03-11,60,0.4762,794867853227.65,1241634196920.0857,46537080235.78022
CilluceLen,Lv.285~289,렌,베라,베라,3,9588.0,False,269.0,1,47,77,2025-11-10,2025-12-27,44,0.3492,151337003365.31818,188072612378.3143,838315547.6153846
ClPHERA,Lv.285~289,카이저,루나,루나크로아,3,8750.0,True,269.0,0,112,0,2025-11-22,2026-03-15,90,0.7965,2238169170688.6445,1842284218000.7273,1768186511713.8682
Code노란,Lv.290~294,마법사,엘리시움,기타,2,9400.0,True,1610.0,0,125,0,2025-11-09,2026-03-15,106,0.8413,10442046906672.463,2373032219294.971,11250558730021.506
Cool,Lv.290~294,마법사,베라,베라,2,9009.0,True,4481.0,0,125,0,2025-11-09,2026-03-15,86,0.6825,6599473538851.523,1156315527982.0857,5792128361119.318
Core,Lv.285~289,렌,베라,베라,3,9179.0,True,370.0,0,35,0,2025-11-21,2025-12-26,33,0.9167,3300079963144.1816,3497918914058.1304,2188500289263.1538
Crualla,Lv.285~289,해적,베라,베라,3,9320.0,False,1267.0,1,46,60,2025-11-28,2026-01-13,35,0.3241,1379391147048.3428,934762522831.0,355909090753.46155
C테버비숍,Lv.285~289,마법사,크로아,루나크로아,2,9566.0,True,814.0,0,105,1,2025-11-29,2026-03-14,60,0.4762,6164328213801.3,1514240434.3714285,4063809828712.912
DDemonSTRATE,Lv.285~289,은월,스카니아,스카니아,3,8709.0,True,431.0,1,25,83,2025-11-26,2025-12-21,9,0.0818,2046629717781.3333,391674693410.9474,120635695442.02197
DJ렌,Lv.285~289,렌,스카니아,스카니아,3,8989.0,True,269.0,0,93,0,2025-12-11,2026-03-15,84,0.8936,2451993948907.619,3213989609266.0,2157423328356.5056
DPM왜이렌,Lv.285~289,렌,오로라,기타,3,9626.0,True,269.0,1,113,12,2025-11-09,2026-03-03,62,0.4921,153369236342.6129,59339835935.37143,81670312038.5055
DW도자기렌,Lv.285~289,렌,베라,베라,3,8820.0,True,269.0,0,115,0,2025-11-19,2026-03-15,31,0.2672,2087759708300.5483,328779560884.88,620890790496.6483
DarkNR,Lv.285~289,도적,엘리시움,기타,3,9470.0,True,3916.0,0,115,0,2025-11-19,2026-03-15,52,0.4127,4566816251810.135,38141408000.0,2594939514440.956
Desire,Lv.285~289,아크,루나,루나크로아,3,9007.0,True,2458.0,0,125,0,2025-11-09,2026-03-15,49,0.3889,2399658291675.8164,83386609097.0,1260051922788.1318
DragoneerZ,Lv.285~289,에반,스카니아,기타,3,8909.0,True,269.0,1,21,93,2025-11-20,2025-12-11,10,0.087,1327858712840.8,553274463683.6666,0.0
Drive,Lv.290~294,마법사,루나,루나크로아,1,9750.0,True,3006.0,0,125,0,2025-11-09,2026-03-15,116,0.9206,9921732770028.207,3249044204014.6855,11397851144865.473
Dummy,Lv.285~289,레지스탕스,엘리시움,기타,3,10035.0,True,269.0,0,125,1,2025-11-09,2026-03-14,122,0.9683,262513612396.5,297243640746.1429,237616849299.53845
Exlium,Lv.285~289,칼리,스카니아,스카니아,3,9129.0,True,449.0,1,28,57,2025-12-19,2026-01-17,5,0.0397,2480489200178.8,0.0,136290615394.43956
FOFI,Lv.285~289,기사단,스카니아,스카니아,2,9652.0,True,451.0,0,125,0,2025-11-09,2026-03-15,112,0.8889,5024058393910.554,2917571113349.7144,5061313748909.253
FailNumEL,Lv.285~289,전사,스카니아,스카니아,3,9241.0,True,1849.0,0,122,0,2025-11-12,2026-03-15,37,0.2937,3347260814990.4326,879208927457.1714,1022816897732.3627
Frist란,Lv.285~289,렌,베라,베라,3,9302.0,True,269.0,0,113,0,2025-11-21,2026-03-15,109,0.9561,3080243456878.2935,2022615517187.6086,3178311867081.5273
F가파,Lv.285~289,아델,베라,베라,3,9610.0,True,2250.0,0,125,0,2025-11-09,2026-03-15,89,0.7063,1377973447040.9663,797808458379.5714,1040838909267.7032
GANOHI,Lv.285~289,전사,베라,베라,2,9261.0,True,5453.0,0,125,0,2025-11-09,2026-03-15,126,1.0,4891245655610.754,4249049279324.2856,5138244261874.78
GC하방,Lv.290~294,도적,제니스,기타,1,9918.0,True,2109.0,0,125,0,2025-11-09,2026-03-15,109,0.8651,7273969933359.303,3660080023994.943,7305054086772.978
GENTA622,Lv.285~289,렌,오로라,기타,2,9013.0,True,227.0,0,115,0,2025-11-19,2026-03-15,115,0.9914,7257109201693.122,2721742196118.08,8423340695513.813
GeeNiiii,Lv.285~289,라라,엘리시움,기타,2,9588.0,True,1678.0,0,123,0,2025-11-11,2026-03-15,93,0.7381,6566561581609.635,1486520545964.543,6139142944845.462
Girls,Lv.285~289,도적,루나,루나크로아,3,9841.0,True,3188.0,0,125,0,2025-11-09,2026-03-15,52,0.4127,132896168683.09616,142018825450.42856,21318042645.67033
Goaho,Lv.285~289,마법사,스카니아,스카니아,2,9604.0,True,2657.0,0,125,0,2025-11-09,2026-03-15,126,1.0,10669737501841.469,4359146248573.543,13096887983867.594
Hak2,Lv.285~289,도적,스카니아,스카니아,3,9580.0,True,3358.0,0,120,2,2025-11-14,2026-03-13,46,0.3651,3295991632582.913,185620877893.48572,1594713015082.8792
HalH,Lv.285~289,프렌즈 월드,크로아,루나크로아,3,9459.0,True,2085.0,0,118,0,2025-11-16,2026-03-15,23,0.1825,1949421835718.8696,135703776232.48572,440517253334.03296
Hapull,Lv.290~294,엔젤릭버스터,노바,기타,1,9711.0,True,2460.0,0,123,0,2025-11-11,2026-03-15,107,0.8492,15082517693333.074,896834709543.4286,17389452509369.44
HiyoshiHana,Lv.285~289,레지스탕스,크로아,루나크로아,3,10519.0,True,2635.0,0,97,0,2025-12-07,2026-03-15,82,0.8367,112177699100.58537,864328203622.0,34596416493.34066
HooNLen,Lv.285~289,렌,스카니아,기타,3,8841.0,True,269.0,0,113,0,2025-11-21,2026-03-15,114,1.0,5379840095789.359,3031625911200.6523,5973344779806.286
Hyoren,Lv.285~289,렌,스카니아,스카니아,3,8909.0,True,269.0,0,116,6,2025-11-18,2026-03-09,39,0.3333,5548760347578.154,1913459163531.3462,1831337530810.2527
ICONEWLEN,Lv.285~289,렌,스카니아,기타,3,10138.0,True,269.0,0,107,3,2025-11-27,2026-03-12,11,0.0973,62604818011.0,31261798900.31818,9817827.626373626
ILload배매,Lv.285~289,레지스탕스,루나,루나크로아,3,8675.0,False,269.0,1,91,34,2025-11-09,2026-02-09,46,0.3651,1375699207493.1956,706974511206.6,423495117059.95605
IN육렌,Lv.285~289,렌,스카니아,기타,3,8799.0,True,269.0,0,116,0,2025-11-18,2026-03-15,20,0.1626,137305699078.25,26491422.125,30167761055.57143
IRON닉변,Lv.285~289,레지스탕스,루나,루나크로아,3,9332.0,False,2708.0,1,104,17,2025-11-13,2026-02-26,42,0.3333,8760771080913.762,892595741090.6,3700126752309.967
IRlSOUT,Lv.285~289,렌,스카니아,스카니아,3,6099.0,False,269.0,1,26,99,2025-11-09,2025-12-05,16,0.127,1597549879233.25,730308516220.9143,0.0
IWDLen,Lv.285~289,렌,오로라,기타,3,8965.0,True,269.0,1,70,52,2025-11-12,2026-01-22,21,0.1667,1601500091866.5715,305084945472.9143,252236580633.47253
Iiszt,Lv.285~289,렌,크로아,루나크로아,3,9425.0,False,217.0,0,43,2,2025-12-09,2026-01-20,27,0.6136,2025187953294.889,1512327468839.2,1208165061404.2563
IlCignoNero,Lv.285~289,렌,제니스,기타,3,10645.0,True,269.0,1,93,17,2025-11-24,2026-02-26,19,0.1667,1515032999584.158,943108329447.3478,77957532030.87912
I므엥l,Lv.285~289,라라,스카니아,스카니아,3,9248.0,True,795.0,0,125,0,2025-11-09,2026-03-15,116,0.9206,2540874420960.483,1129081742266.2856,2804654635737.319
I예원I,Lv.285~289,아델,오로라,기타,3,9226.0,False,1295.0,1,1,76,2025-12-28,2025-12-28,1,0.0079,54052429926.0,0.0,593982746.4395604
I지형I,Lv.290~294,마법사,오로라,기타,2,9294.0,True,848.0,0,125,0,2025-11-09,2026-03-15,121,0.9603,9973565116434.611,5975035993254.0,10963462849721.955
I하블,Lv.290~294,전사,오로라,기타,1,9688.0,True,2325.0,0,125,0,2025-11-09,2026-03-15,126,1.0,12876470548431.191,7772028229125.257,14839717594318.088
I화소연영I,Lv.285~289,일리움,스카니아,스카니아,3,7114.0,False,269.0,1,46,34,2025-12-24,2026-02-09,9,0.0865,905326645.0,0.0,89537800.05494505
JAYx4,Lv.285~289,도적,엘리시움,기타,3,8789.0,False,812.0,1,101,24,2025-11-09,2026-02-19,79,0.627,1400180756296.215,1146350154777.6572,774637630002.011
JH향,Lv.285~289,아델,오로라,기타,3,9327.0,True,2245.0,0,120,0,2025-11-14,2026-03-15,68,0.562,735140851345.6177,241786180829.13333,469626290842.0659
JNLEN,Lv.285~289,렌,루나,루나크로아,2,8861.0,True,269.0,0,116,0,2025-11-18,2026-03-15,62,0.5299,4971745276520.178,1005465429485.2693,3100067098655.319
JOLL,Lv.285~289,렌,크로아,루나크로아,3,9705.0,False,269.0,1,83,31,2025-11-20,2026-02-12,36,0.313,932270679910.7778,674415236953.7916,190942624064.8022
JiangShaSI,Lv.285~289,기사단,오로라,기타,3,8323.0,True,269.0,0,116,0,2025-11-18,2026-03-15,115,0.9829,1163814174843.4434,918822494964.8846,1208233464152.8462
KDFbul1dog,Lv.285~289,마법사,오로라,기타,3,9031.0,True,449.0,0,111,4,2025-11-23,2026-03-11,42,0.375,633840185013.6904,246960966794.1905,235550631515.35165
KMN6148,Lv.285~289,렌,스카니아,스카니아,3,8688.0,True,269.0,1,106,11,2025-11-17,2026-03-04,58,0.4915,2424591714718.483,463483525911.1111,1407827079715.077
KR99,Lv.290~294,메르세데스,스카니아,스카니아,2,9873.0,True,451.0,0,125,0,2025-11-09,2026-03-15,126,1.0,11801498834898.404,5251809289659.629,14320610198451.78
KTNW,Lv.285~289,마법사,스카니아,스카니아,3,8982.0,True,408.0,0,125,0,2025-11-09,2026-03-15,108,0.8571,3593260024470.0557,1660693229815.1714,3625800215376.209
KoonSo,Lv.285~289,기사단,스카니아,스카니아,2,8916.0,True,251.0,0,125,0,2025-11-09,2026-03-15,125,0.9921,4741745034705.424,2994878766987.086,5361509587842.088
KoreaG,Lv.285~289,레지스탕스,크로아,루나크로아,3,8126.0,True,2997.0,1,92,33,2025-11-09,2026-02-10,48,0.381,3998753340196.354,2561321060201.7715,1124109046399.5935
K비비드,Lv.285~289,렌,엘리시움,기타,3,8708.0,True,269.0,0,121,1,2025-11-13,2026-03-14,94,0.746,3187157716626.4043,2512070480293.143,2326047896182.659
LHalo,Lv.285~289,렌,루나,루나크로아,3,8788.0,False,269.0,1,18,107,2025-11-09,2025-11-27,16,0.127,1708263827518.3125,780920606865.5143,0.0
LOOFI,Lv.285~289,아크,오로라,기타,3,9116.0,True,2797.0,0,121,3,2025-11-13,2026-03-12,38,0.3016,514891176376.1316,119699804072.6,168971116041.23077
LaHeLaDo,Lv.285~289,마법사,노바,기타,2,9689.0,True,2896.0,0,125,0,2025-11-09,2026-03-15,126,1.0,1655012515585.3572,810734872564.6857,1979734685977.923
LastPirate,Lv.285~289,해적,이노시스,기타,3,9165.0,True,269.0,0,125,0,2025-11-09,2026-03-15,84,0.6667,2179338115004.4524,1736119432158.3428,1343958478404.7473
Lookie,Lv.290~294,레지스탕스,엘리시움,기타,2,9365.0,False,3321.0,1,1,121,2025-11-13,2025-11-13,1,0.0079,283410010004.0,8097428857.257143,0.0
Lordmt,Lv.290~294,도적,루나,루나크로아,2,10417.0,True,2813.0,0,124,0,2025-11-10,2026-03-15,112,0.8889,9687460494369.795,1030618235237.9429,11526636671825.154
LoserBaby,Lv.285~289,전사,루나,루나크로아,2,9149.0,True,450.0,0,125,0,2025-11-09,2026-03-15,122,0.9683,4368903370356.3936,2781700875014.2285,4787326159977.824
Luka,Lv.285~289,아크,크로아,루나크로아,3,9488.0,True,632.0,0,125,4,2025-11-09,2026-03-11,107,0.8492,1451274362183.8037,298016602106.82855,1591821710768.4395
M0NCLER,Lv.285~289,전사,오로라,기타,3,9277.0,True,451.0,0,125,0,2025-11-09,2026-03-15,90,0.7143,4427655488533.866,1962007052086.2,3624381836758.5825
MD옆구리,Lv.290~294,도적,레드,기타,2,9821.0,True,2459.0,0,125,0,2025-11-09,2026-03-15,119,0.9444,2554652152475.6724,1852877872974.9714,2628053632862.4287
MK회담,Lv.285~289,도적,루나,루나크로아,2,9911.0,True,2880.0,0,125,0,2025-11-09,2026-03-15,119,0.9444,3726011083502.3867,1009964876302.9143,4484028002925.077
MeMyung,Lv.290~294,마법사,루나,루나크로아,2,9525.0,True,1944.0,0,125,0,2025-11-09,2026-03-15,94,0.746,2108963540122.2766,1069167872340.7428,1767271398237.011
Memories,Lv.290~294,레지스탕스,베라,베라,2,9358.0,True,3301.0,0,125,0,2025-11-09,2026-03-15,125,0.9921,8509781378643.712,2991453116197.4,10538701244654.451
MenPap,Lv.285~289,렌,스카니아,스카니아,2,8794.0,True,269.0,0,113,0,2025-11-21,2026-03-15,89,0.7807,7801137017793.562,238155610231.86957,7569490280750.483
Metherlence,Lv.285~289,렌,스카니아,스카니아,2,9134.0,True,269.0,0,125,1,2025-11-09,2026-03-14,98,0.7778,4695535903605.684,2082559958648.8857,4255746373633.4727
MinQus,Lv.285~289,엔젤릭버스터,루나,루나크로아,2,9249.0,True,4477.0,0,124,0,2025-11-10,2026-03-15,121,0.9603,2452133024747.025,1458796619980.3428,2699452904341.5166
Mk85제논,Lv.285~289,레지스탕스,크로아,루나크로아,2,9388.0,True,4811.0,0,125,1,2025-11-09,2026-03-14,96,0.7619,3594900021709.8022,1020658187556.6857,3399861159556.6704
Monash,Lv.295~299,팬텀,노바,기타,1,10043.0,True,4935.0,0,125,0,2025-11-09,2026-03-15,115,0.9127,7300794787889.574,6589750106859.2,6691759855683.835
Mr호수,Lv.285~289,마법사,오로라,기타,2,9406.0,True,1174.0,0,124,0,2025-11-10,2026-03-15,90,0.7143,8254964388341.655,707905173760.0857,7891979273287.318
MyskiesWing,Lv.290~294,전사,크로아,루나크로아,2,9503.0,True,4915.0,0,125,0,2025-11-09,2026-03-15,89,0.7063,101305414688.21349,87932729547.6,65258641462.47253
NAROkingod,Lv.285~289,도적,스카니아,스카니아,2,9134.0,True,2814.0,0,125,0,2025-11-09,2026-03-15,74,0.5873,6823951178070.878,1346182703935.7144,5031384533401.044
NUC0,Lv.285~289,렌,스카니아,스카니아,2,8687.0,True,269.0,0,113,0,2025-11-21,2026-03-15,109,0.9561,5473309843654.34,2049665041910.5652,6037895351586.594
Nami,Lv.290~294,엔젤릭버스터,크로아,루나크로아,1,10414.0,True,2098.0,0,125,0,2025-11-09,2026-03-15,126,1.0,5260042487845.833,2421585969911.0,6351756533205.385
NamingSen,Lv.285~289,아델,오로라,기타,3,9492.0,True,2250.0,0,125,0,2025-11-09,2026-03-15,80,0.6349,1279479797436.25,93825879534.88571,1088730527595.3737
