name,segment,job,world,world_group,tier,union_level,access_flag,character_age_days,event_flag,duration_days,trailing_inactive_days,first_active_date,last_active_date,active_day_count,active_day_ratio,avg_exp_on_active_days,pre_avg,post_avg
가상화폐,Lv.285~289,해적,베라,베라,2,9243.0,True,1448.0,0,125,0,2025-11-09,2026-03-15,97,0.7698,6885406291823.011,1766816337079.4,6659844379220.362
가시두드럭게,Lv.285~289,렌,루나,기타,3,8753.0,True,227.0,1,79,40,2025-11-15,2026-02-03,75,0.625,2669867521023.9067,3483442950763.0347,1090332071479.8352
가씨숍,Lv.285~289,마법사,오로라,기타,3,8563.0,True,1934.0,0,125,0,2025-11-09,2026-03-15,100,0.7937,510738413005.25,383088772058.65717,413909167895.2967
가을서리,Lv.285~289,해적,크로아,루나크로아,3,8613.0,False,269.0,1,1,115,2025-11-19,2025-11-19,1,0.0079,2183691023577.0,62391172102.2,0.0
가흑,Lv.290~294,도적,루나,루나크로아,2,9487.0,True,1257.0,0,125,4,2025-11-09,2026-03-11,92,0.7302,2672307602944.25,2018910855780.2285,1925169445258.934
각방,Lv.285~289,레지스탕스,엘리시움,기타,3,8331.0,False,4833.0,1,94,31,2025-11-09,2026-02-12,54,0.4286,4104420264173.9814,1242056358858.6572,1957876062696.066
간당,Lv.290~294,도적,루나,루나크로아,3,10099.0,True,3099.0,0,52,0,2025-11-09,2025-12-31,47,0.8868,3579961513592.766,3095041148202.7715,3329541719542.3887
간미,Lv.285~289,궁수,크로아,루나크로아,2,9207.0,True,451.0,0,125,0,2025-11-09,2026-03-15,97,0.7698,5502777390447.969,1080631657265.7142,5449970317243.439
간빵꾸,Lv.290~294,아크,엘리시움,기타,2,9912.0,True,2032.0,0,124,0,2025-11-10,2026-03-15,114,0.9048,5679276560642.044,1556162700371.6,6516173993408.648
간사한하루,Lv.285~289,렌,스카니아,스카니아,3,9419.0,True,269.0,0,111,2,2025-11-23,2026-03-13,50,0.4425,670438646174.56,357334821385.13635,281984244376.4286
간언,Lv.290~294,기사단,스카니아,스카니아,1,10150.0,True,4209.0,0,125,0,2025-11-09,2026-03-15,126,1.0,8440429159069.865,5439021907155.286,9594816563652.396
간지범키,Lv.285~289,도적,스카니아,스카니아,3,9644.0,True,2817.0,0,125,0,2025-11-09,2026-03-15,105,0.8333,2411258442233.7236,809515692616.8572,2470869090032.4287
간태렌,Lv.285~289,렌,스카니아,스카니아,3,8993.0,False,269.0,1,39,86,2025-11-09,2025-12-18,8,0.0635,1488191559432.0,260887870727.3143,30488538461.53846
간태태,Lv.285~289,렌,엘리시움,기타,3,9831.0,True,269.0,1,94,25,2025-11-15,2026-02-18,27,0.225,875523077361.7778,815123329412.5518,6005887.956043956
간파,Lv.290~294,은월,크로아,루나크로아,1,10639.0,True,3589.0,0,125,1,2025-11-09,2026-03-14,123,0.9762,5724036281693.585,3411137024558.5713,6424908426250.121
감귤토끼렌,Lv.285~289,렌,루나,기타,3,8510.0,False,269.0,1,5,109,2025-11-20,2025-11-25,4,0.0348,458451332914.25,76408555485.70833,0.0
감아크감,Lv.285~289,아크,루나,루나크로아,3,8959.0,True,2824.0,0,114,0,2025-11-20,2026-03-15,92,0.7797,2073147196104.4673,696458720572.6666,1889287435012.6265
감액,Lv.285~289,도적,크로아,루나크로아,2,9577.0,True,2148.0,0,124,1,2025-11-10,2026-03-14,67,0.5317,8438761918294.418,481145040860.4286,6028098594457.264
감자데숭,Lv.285~289,레지스탕스,스카니아,스카니아,3,8794.0,True,269.0,1,27,85,2025-11-22,2025-12-19,21,0.1858,2263892337317.2383,1722631743712.4546,105976271670.1978
감자와채소,Lv.285~289,전사,베라,베라,3,9270.0,True,1004.0,1,13,110,2025-11-11,2025-11-24,8,0.0635,313046190778.0,71553415034.97144,0.0
감초,Lv.290~294,마법사,스카니아,스카니아,2,9282.0,True,402.0,0,125,0,2025-11-09,2026-03-15,123,0.9762,8022948564220.057,5730679202581.429,8640097816579.308
갑부어린,Lv.285~289,팬텀,오로라,기타,2,9121.0,True,4092.0,0,122,1,2025-11-12,2026-03-14,80,0.6349,8364199605673.6875,249351914048.2,7257237928156.132
갑분싸날,Lv.290~294,기사단,베라,베라,2,9662.0,True,2795.0,0,124,0,2025-11-10,2026-03-15,77,0.6111,1170771313573.5845,1062277816069.5714,582084259150.8901
갑훈,Lv.285~289,전사,스카니아,스카니아,3,9457.0,True,1505.0,0,112,0,2025-11-22,2026-03-15,95,0.8407,3977114611534.5264,2416600558908.9546,3567699734063.5493
갓겨울,Lv.290~294,마법사,오로라,기타,2,9469.0,True,2420.0,0,120,0,2025-11-14,2026-03-15,87,0.6905,3370297918692.816,88590769752.22858,3188079582252.165
갓브렌,Lv.285~289,렌,오로라,기타,3,10416.0,True,269.0,1,50,69,2025-11-15,2026-01-04,33,0.275,68113707664.666664,34806405206.72414,13608424197.131868
갓쌈무,Lv.290~294,도적,엘리시움,기타,2,10248.0,True,5859.0,0,125,0,2025-11-09,2026-03-15,20,0.1587,176136003.8,31359429.257142857,26649890.68131868
갓영22,Lv.285~289,아델,크로아,루나크로아,3,9395.0,True,2247.0,0,125,0,2025-11-09,2026-03-15,120,0.9524,1982142196526.4666,767554054194.6857,2318600787762.2197
강노스케,Lv.285~289,도적,오로라,기타,3,8803.0,False,269.0,1,68,56,2025-11-10,2026-01-18,13,0.1032,278629160776.8461,103429007278.31429,23778410.527472526
강모세,Lv.290~294,전사,루나,루나크로아,2,9155.0,True,3468.0,0,71,4,2026-01-02,2026-03-11,8,0.0635,313448150312.5,0.0,27555881346.153847
강사장77,Lv.285~289,도적,스카니아,스카니아,3,9013.0,True,3030.0,0,125,0,2025-11-09,2026-03-15,108,0.8571,49875740.981481485,42278095.942857146,42932380.96703297
강성함바,Lv.290~294,도적,베라,베라,2,10085.0,True,2590.0,0,125,0,2025-11-09,2026-03-15,104,0.8254,4077709105136.9614,2168106917521.8572,3826351701329.4395
강소북,Lv.290~294,마법사,제니스,기타,2,9959.0,True,2961.0,0,125,0,2025-11-09,2026-03-15,97,0.7698,7100790314504.299,354103176609.4857,7432780761819.615
강쩡,Lv.290~294,전사,스카니아,스카니아,2,10150.0,True,4458.0,0,125,0,2025-11-09,2026-03-15,125,0.9921,8343269905460.12,2021721124560.5715,10682950536515.33
강철턱받이,Lv.285~289,전사,오로라,기타,3,9001.0,False,269.0,1,43,52,2025-12-09,2026-01-22,38,0.3958,2444481273531.7896,338931706899.8,1002149778678.1208
강캐,Lv.285~289,메르세데스,크로아,루나크로아,3,9869.0,True,1179.0,0,125,0,2025-11-09,2026-03-15,96,0.7619,459786897183.75,31091125582.314285,473091788288.5604
강콜,Lv.285~289,마법사,베라,베라,2,10935.0,True,3474.0,0,123,0,2025-11-11,2026-03-15,107,0.8492,1579543421059.486,1162913705211.7144,1409990839241.2637
강토치,Lv.285~289,아크,엘리시움,기타,3,9665.0,True,2995.0,0,123,0,2025-11-11,2026-03-15,74,0.5873,2826437843365.5137,310180288230.25714,2179121871659.2197
강호준RN,Lv.285~289,렌,엘리시움,기타,3,9721.0,False,269.0,1,111,14,2025-11-09,2026-03-01,44,0.3492,1948127111718.4773,644513513795.0286,694061757503.1538
강호진A,Lv.285~289,기사단,크로아,루나크로아,2,9812.0,True,1003.0,0,125,0,2025-11-09,2026-03-15,112,0.8889,3587075240854.7856,2139669777430.0857,3591911920502.011
개가태,Lv.285~289,도적,루나,루나크로아,3,10203.0,True,2278.0,0,121,1,2025-11-13,2026-03-14,20,0.1587,875711733488.45,212842842037.14285,110601485697.46153
개기쁨,Lv.285~289,도적,루나,루나크로아,3,8833.0,True,1904.0,0,124,0,2025-11-10,2026-03-15,61,0.4841,1197174812519.8853,154356930593.22858,743133747175.2748
개노답9호기,Lv.285~289,렌,루나,루나크로아,3,8765.0,True,269.0,0,104,0,2025-11-30,2026-03-15,91,0.8667,6237159351636.923,3057228302254.857,5766816535905.406
개맛스프,Lv.285~289,궁수,이노시스,기타,3,8324.0,True,269.0,0,125,0,2025-11-09,2026-03-15,61,0.6354,2582129639948.279,1180467177599.8572,1904812406899.1804
개무,Lv.285~289,은월,크로아,루나크로아,3,9108.0,False,1197.0,1,10,113,2025-11-11,2025-11-21,7,0.0556,3448083628446.4287,689616725689.2858,0.0
개무시,Lv.285~289,마법사,엘리시움,기타,3,9673.0,True,1906.0,0,123,0,2025-11-11,2026-03-15,32,0.254,2940945501286.1562,3402673411.9714284,1032869917271.8462
개미진렌,Lv.285~289,렌,오로라,기타,2,9277.0,True,223.0,0,115,0,2025-11-19,2026-03-15,114,0.9828,6340176182409.123,3694265490338.24,6927730192705.318
개복치김밥,Lv.285~289,레지스탕스,루나,루나크로아,3,10139.0,True,815.0,0,122,0,2025-11-12,2026-03-15,87,0.8286,122824600930.89655,183210553593.78125,66068528301.19178
개슬픔,Lv.285~289,마법사,오로라,기타,2,9805.0,True,1004.0,0,125,0,2025-11-09,2026-03-15,105,0.8333,4756142855829.733,1793505102031.5144,4798047486714.494
개야랄메이지,Lv.285~289,레지스탕스,엘리시움,기타,3,9112.0,True,269.0,0,116,1,2025-11-18,2026-03-14,78,0.6667,2707780565932.5386,1774450890019.3845,1813968802222.3516
개인소장,Lv.290~294,전사,오로라,기타,1,9699.0,True,3543.0,0,125,0,2025-11-09,2026-03-15,126,1.0,8576454010038.381,2570446318004.971,10886456968512.77
개찬,Lv.295~299,아란,스카니아,스카니아,1,10780.0,True,3558.0,0,125,0,2025-11-09,2026-03-15,122,0.9683,5602757444962.59,4245105400385.6,5878656255735.6045
개체,Lv.290~294,레지스탕스,엘리시움,기타,1,9462.0,True,2449.0,0,125,0,2025-11-09,2026-03-15,117,0.9286,3822023848634.231,2482690139252.514,3959149839740.297
개화소,Lv.290~294,카인,스카니아,스카니아,2,10121.0,True,1654.0,0,125,0,2025-11-09,2026-03-15,126,1.0,6994103712600.262,3231532123892.4287,8441246631334.044
개화시치,Lv.285~289,메르세데스,스카니아,기타,3,8865.0,True,269.0,0,119,0,2025-11-15,2026-03-15,119,0.9917,3752610528095.6553,2795142527857.724,4016500214675.923
개화쿵,Lv.285~289,렌,루나,기타,3,9449.0,True,269.0,0,117,0,2025-11-17,2026-03-15,43,0.3644,91896797417.69768,70773232734.14815,22425109946.582417
객로,Lv.285~289,기사단,루나,루나크로아,2,10240.0,True,1872.0,0,125,0,2025-11-09,2026-03-15,122,0.9683,4763015368914.59,1880654228388.4856,5662252494659.154
객이와,Lv.285~289,렌,베라,베라,3,8920.0,True,266.0,0,125,0,2025-11-09,2026-03-15,41,0.3254,4173700064338.8047,594927098697.9714,1651640155862.2197
갬잣,Lv.285~289,초월자,제니스,기타,3,9625.0,True,3322.0,0,123,0,2025-11-11,2026-03-15,65,0.5159,1368911825485.2,392772423114.74286,826727844478.2638
갭샨,Lv.285~289,도적,베라,베라,3,9163.0,False,4705.0,1,58,66,2025-11-10,2026-01-07,14,0.1111,198158617358.7857,19328571.85714286,30478507066.021976
갱생13,Lv.290~294,도적,아케인,기타,1,9390.0,True,1144.0,0,125,0,2025-11-09,2026-03-15,107,0.8492,10948995457288.607,3724556453683.029,11441571846714.012
갱생췌푸,Lv.285~289,레지스탕스,스카니아,스카니아,3,9155.0,True,5715.0,0,111,0,2025-11-23,2026-03-15,20,0.1587,3032168998647.85,48424011990.057144,647786148937.4176
갱수쨩,Lv.285~289,마법사,스카니아,스카니아,3,9759.0,True,2860.0,0,124,1,2025-11-10,2026-03-14,24,0.1905,419962570253.125,38236473.91428571,110744652851.51648
갱앙,Lv.290~294,마법사,제니스,기타,2,9685.0,True,2266.0,0,125,0,2025-11-09,2026-03-15,77,0.6111,2494732777859.8833,637998610530.8572,1865543654138.8022
갱오너라백정,Lv.285~289,팬텀,이노시스,기타,2,9726.0,True,2998.0,0,125,0,2025-11-09,2026-03-15,109,0.8651,5428670936986.037,2211636082028.971,5651844717147.956
걋띄,Lv.290~294,아델,베라,베라,1,9389.0,True,2250.0,0,125,0,2025-11-09,2026-03-15,126,1.0,13042412902972.96,6952596715220.343,15384649898262.428
걍둬,Lv.295~299,도적,루나,루나크로아,1,9660.0,True,3059.0,0,125,0,2025-11-09,2026-03-15,117,0.9286,9632434536434.924,4601487404816.8,10614755841695.582
거냈,Lv.285~289,렌,스카니아,기타,3,9014.0,True,269.0,0,123,0,2025-11-11,2026-03-15,124,1.0,6002159816732.072,2669877260882.636,7210569974347.802
거냉,Lv.290~294,호영,스카니아,스카니아,2,9503.0,True,1869.0,0,121,0,2025-11-13,2026-03-15,86,0.6825,5671361532141.953,288217981923.3714,5248895191174.615
거너,Lv.290~294,도적,스카니아,스카니아,2,9056.0,True,3168.0,0,125,1,2025-11-09,2026-03-14,109,0.8651,3016701037678.523,1580649008703.8572,3005469206618.945
거람,Lv.290~294,마법사,크로아,루나크로아,2,9196.0,True,1487.0,0,125,2,2025-11-09,2026-03-13,123,0.9762,8157337678961.536,3428970300225.057,9707017296751.56
거미다리막이,Lv.285~289,기사단,엘리시움,기타,2,9642.0,True,984.0,0,125,0,2025-11-09,2026-03-15,119,0.9444,2713679473925.8657,2357366937614.3716,2641978182205.2197
거의릭톰슨,Lv.285~289,전사,엘리시움,기타,3,9542.0,True,2165.0,0,123,6,2025-11-11,2026-03-09,24,0.1905,882152493849.7084,304073551307.0,115704236886.24176
거제,Lv.295~299,마법사,스카니아,스카니아,1,9374.0,True,3703.0,0,125,0,2025-11-09,2026-03-15,116,0.9206,8107779035699.025,3407652417127.514,9024555313644.22
거퀸,Lv.285~289,렌,엘리시움,기타,2,9479.0,True,269.0,0,119,0,2025-11-15,2026-03-15,107,0.8917,9370883371197.533,2578252300740.724,10196870373589.615
건강해요d,Lv.285~289,기사단,스카니아,스카니아,3,9174.0,True,1004.0,0,47,2,2026-01-27,2026-03-13,39,0.3095,4152654540717.974,0.0,1779709088879.1318
건다나는버프,Lv.285~289,마법사,루나,루나크로아,3,10179.0,True,2460.0,1,90,31,2025-11-13,2026-02-12,14,0.1111,114834445441.71428,7889162466.314285,14632544503.989012
건들면똥침,Lv.285~289,궁수,레드,기타,3,9282.0,True,2824.0,0,125,0,2025-11-09,2026-03-15,112,0.8889,3355978208463.866,4621985769379.8,2352747883732.5273
건설왕재명이,Lv.285~289,전사,엘리시움,기타,3,8731.0,False,269.0,1,86,38,2025-11-10,2026-02-05,36,0.288,3206801229634.5557,3100405810389.0,110231282567.23077
건씽,Lv.285~289,전사,오로라,기타,2,9367.0,True,1003.0,0,113,0,2025-11-21,2026-03-15,90,0.7143,7698348845551.066,1467415732853.0,7049360939008.143
건오,Lv.285~289,궁수,엘리시움,기타,2,9343.0,True,890.0,0,124,0,2025-11-10,2026-03-15,51,0.4048,2090759470713.7256,534659177090.5143,966106173716.8352
건틉틉,Lv.285~289,도적,베라,베라,2,9170.0,True,1732.0,0,123,0,2025-11-11,2026-03-15,106,0.8413,6847946040147.227,1004275496954.2572,7590468547936.341
검게물든영혼,Lv.290~294,루미너스,루나,루나크로아,2,10250.0,False,4992.0,1,80,43,2025-11-11,2026-01-31,52,0.4127,3006785202026.846,2938722077102.8286,587885250624.1428
검덤,Lv.285~289,초월자,스카니아,스카니아,2,9402.0,True,2088.0,0,125,0,2025-11-09,2026-03-15,98,0.7778,4694056532027.143,1135119300048.9143,4618553457548.879
검마,Lv.285~289,아델,스카니아,스카니아,3,8738.0,False,0.0,0,4,4,2025-12-14,2025-12-14,1,0.025,7279184931200.0,0.0,1455836986240.0
검밑솔할렌,Lv.285~289,렌,루나,루나크로아,3,9711.0,True,269.0,0,101,1,2025-12-03,2026-03-14,63,0.5526,456207266773.6508,115778609056.95653,286573074708.022
검성대엽,Lv.285~289,렌,루나,루나크로아,3,8238.0,False,269.0,1,24,71,2025-12-09,2026-01-02,22,0.2292,1124053159611.4092,1296531419297.0,200511125439.1868
검술딸깍,Lv.285~289,렌,노바,기타,3,9895.0,True,269.0,0,112,6,2025-11-22,2026-03-09,18,0.1579,2752704018.2222223,2029566341.4347825,31523587.637362637
검술사우요님,Lv.285~289,렌,루나,기타,3,8445.0,True,269.0,0,121,0,2025-11-13,2026-03-15,117,0.959,5765858213884.727,3602643821118.387,6185972006262.011
검왜케기냐,Lv.285~289,렌,크로아,루나크로아,3,5776.0,True,269.0,1,15,87,2025-12-02,2025-12-17,13,0.1262,1798043722038.7693,1402654823470.5833,71897917635.79121
검윌,Lv.285~289,렌,베라,기타,3,5907.0,False,269.0,1,6,107,2025-11-21,2025-11-27,5,0.0439,1749111466495.0,380241623151.087,0.0
검은마법딸,Lv.285~289,레지스탕스,오로라,기타,2,9284.0,True,451.0,0,125,0,2025-11-09,2026-03-15,108,0.8571,4709072447808.176,2920596664986.2285,4465482869107.308
검은색조각,Lv.285~289,카인,스카니아,스카니아,2,9900.0,True,1688.0,0,125,0,2025-11-09,2026-03-15,106,0.8413,5346778985663.245,2142151912199.7144,5404211599486.967
검은옭,Lv.285~289,카인,루나,루나크로아,3,8858.0,False,885.0,0,52,0,2025-11-09,2025-12-31,52,0.9811,912485350759.6346,987660291428.0857,715618224417.6666
검인품,Lv.285~289,렌,베라,기타,3,10135.0,True,269.0,0,112,1,2025-11-22,2026-03-14,19,0.1681,6615150837.105263,26302727.818181816,1374826438.3846154
검정딜러,Lv.290~294,초월자,베라,베라,2,9612.0,True,2747.0,0,125,1,2025-11-09,2026-03-14,111,0.881,8339298760276.819,1211132896965.3142,9706291329636.715
검천,Lv.290~294,전사,엘리시움,기타,2,9711.0,True,5786.0,0,125,0,2025-11-09,2026-03-15,73,0.5794,11779618470605.768,663780555160.1428,9194283834325.451
검첩,Lv.290~294,카인,엘리시움,기타,2,9661.0,True,932.0,0,125,0,2025-11-09,2026-03-15,114,0.9048,8796107928643.975,2014903540490.6,10244337142288.373
검타고,Lv.285~289,렌,크로아,루나크로아,3,8922.0,True,269.0,1,89,19,2025-11-26,2026-02-24,70,0.6422,1611731425263.5144,1870949114673.1667,869715557190.4286
검팬,Lv.285~289,팬텀,엘리시움,기타,2,9672.0,True,2019.0,0,124,0,2025-11-10,2026-03-15,87,0.6905,2998736629735.184,2059202248396.9714,2074923165857.8792
겁륜,Lv.285~289,렌,엘리시움,기타,3,9610.0,True,269.0,0,124,0,2025-11-10,2026-03-15,116,0.928,2936212171849.819,3839332170917.0,2308388111246.165
게념,Lv.290~294,마법사,스카니아,스카니아,2,9677.0,True,1506.0,0,125,0,2025-11-09,2026-03-15,114,0.9048,2737012541315.8857,1787508779691.0,2741281565064.022
게장콘,Lv.285~289,도적,엘리시움,기타,3,9864.0,True,3077.0,0,124,0,2025-11-10,2026-03-15,93,0.7381,1691718940683.5269,589169312701.6571,1502295994934.1758
겜블림,Lv.285~289,렌,엘리시움,기타,3,8614.0,False,269.0,1,62,52,2025-11-20,2026-01-22,17,0.1466,904677185731.8823,343378790158.64,74670795642.5934
겨뚜,Lv.290~294,아크,제니스,기타,2,9721.0,True,2710.0,0,125,1,2025-11-09,2026-03-14,108,0.8571,4878587015090.611,2447199179813.1714,4848740948750.824
겨우잎,Lv.290~294,도적,크로아,루나크로아,2,10010.0,True,2184.0,0,125,2,2025-11-09,2026-03-13,84,0.6667,4023074822047.881,1073599756014.2285,3300684544961.8022
겨울같은윈터,Lv.285~289,렌,루나,루나크로아,3,9649.0,True,269.0,0,110,0,2025-11-24,2026-03-15,55,0.4783,218866864640.70908,63703440021.25,115481263678.34065
격렬이,Lv.285~289,아크,루나,루나크로아,2,9325.0,True,2630.0,0,125,0,2025-11-09,2026-03-15,125,0.9921,11890572219958.912,5736645466270.914,14126801496432.77
견본,Lv.285~289,기사단,스카니아,스카니아,3,9366.0,True,993.0,0,123,6,2025-11-11,2026-03-09,6,0.0476,52537792.666666664,999428.5714285715,3079634.681318681
견주인,Lv.285~289,렌,오로라,기타,3,9038.0,True,269.0,0,125,0,2025-11-09,2026-03-15,66,0.5238,876049556901.5151,457147733200.65717,459550550477.7692
결각연,Lv.285~289,기사단,크로아,루나크로아,3,9388.0,False,1094.0,0,125,0,2025-11-09,2026-03-15,85,0.6746,1978965371772.2705,1184089232730.0571,1393065202803.1978
결혼생활,Lv.285~289,기사단,엘리시움,기타,3,9662.0,True,815.0,1,116,9,2025-11-09,2026-03-06,48,0.381,1109454194187.625,933989347921.8286,225979935645.51648
겸돌,Lv.285~289,라라,크로아,루나크로아,3,9281.0,False,926.0,1,50,31,2025-12-23,2026-02-12,3,0.0238,58596402498.333336,0.0,1931749532.912088
경데,Lv.285~289,레지스탕스,스카니아,스카니아,3,9684.0,True,5337.0,0,125,0,2025-11-09,2026-03-15,102,0.8095,2141011480381.755,282168105231.5143,2291288871602.5933
경성지유,Lv.285~289,루미너스,크로아,루나크로아,3,9306.0,False,1690.0,1,87,38,2025-11-09,2026-02-05,85,0.6746,2828074238557.318,1528631975077.543,2053672430216.022
경좌,Lv.285~289,아델,루나,루나크로아,3,9438.0,True,2242.0,1,48,65,2025-11-21,2026-01-08,11,0.0873,2488006300505.4546,237952409455.8,209227856863.8132
경지렌,Lv.285~289,렌,스카니아,기타,3,9036.0,True,269.0,0,116,0,2025-11-18,2026-03-15,113,0.9658,2632288423201.7256,1785834100078.3076,2758427529887.4614
경찬현,Lv.285~289,해적,크로아,루나크로아,2,9717.0,True,3370.0,0,125,0,2025-11-09,2026-03-15,104,0.8254,2785531656033.385,1372565296267.6858,2655555020418.7144
경험치쿠폰없,Lv.285~289,메르세데스,오로라,기타,3,9235.0,True,1306.0,0,125,0,2025-11-09,2026-03-15,85,0.6746,4321119750599.2,4983630151465.771,2119429928567.3625
경혹,Lv.285~289,렌,루나,루나크로아,2,9137.0,True,269.0,0,113,0,2025-11-21,2026-03-15,112,0.9825,6688406290120.17,3596017376851.4346,7323001151932.703
곁라,Lv.285~289,라라,크로아,루나크로아,3,9632.0,True,522.0,0,125,0,2025-11-09,2026-03-15,42,0.3333,226666219709.85715,20719888.685714286,104607209139.67033
계곡녀,Lv.285~289,렌,엘리시움,기타,3,1248.0,True,269.0,0,117,0,2025-11-17,2026-03-15,94,0.7966,665016787382.3617,332292563096.8889,588348118794.7913
계속포항광양,Lv.285~289,아델,엘리시움,기타,3,9170.0,True,796.0,0,122,0,2025-11-12,2026-03-15,104,0.8455,3649686119300.3364,594093575243.1875,3962157824169.813
계술이,Lv.285~289,도적,루나,루나크로아,3,9525.0,True,5607.0,0,112,0,2025-11-22,2026-03-15,89,0.7063,1054504176945.663,183799146907.97144,960636281388.8462
계절,Lv.290~294,마법사,베라,베라,2,9446.0,True,2957.0,0,125,0,2025-11-09,2026-03-15,111,0.881,8250998169575.171,2940126606920.6,8933586434951.9
계주,Lv.290~294,전사,크로아,루나크로아,2,10386.0,True,1435.0,0,125,1,2025-11-09,2026-03-14,118,0.9365,4174074043489.932,1727957272069.1714,4747936622081.22
계후,Lv.285~289,마법사,크로아,루나크로아,3,9745.0,True,3233.0,0,125,3,2025-11-09,2026-03-12,78,0.619,1005722719332.2821,430383428539.7143,696515957242.0659
고구,Lv.295~299,기사단,베라,베라,1,9479.0,True,1951.0,0,125,0,2025-11-09,2026-03-15,123,0.9762,7029161385823.114,5868884603748.8,7243691091483.901
고구마찹5,Lv.285~289,전사,스카니아,스카니아,3,5828.0,False,269.0,1,7,103,2025-11-24,2025-12-01,3,0.0238,2141914802361.0,183592697345.22858,0.0
고급약,Lv.285~289,마법사,엘리시움,기타,3,9606.0,True,1478.0,0,124,0,2025-11-10,2026-03-15,88,0.6984,784955662365.5114,325046456024.97144,634060135464.7362
고냐꼬냑,Lv.285~289,메르세데스,엘리시움,기타,3,8900.0,True,365.0,1,51,74,2025-11-09,2025-12-30,51,0.4048,2571612616554.0,2153190843906.8572,613083119862.7913
고냥잉,Lv.285~289,초월자,스카니아,스카니아,3,8963.0,False,4623.0,1,1,122,2025-11-12,2025-11-12,1,0.0079,47700000.0,1362857.142857143,0.0
고늑,Lv.290~294,레지스탕스,루나,루나크로아,2,9566.0,True,4264.0,1,1,39,2026-02-04,2026-02-04,1,0.0079,271420005.0,0.0,2982637.4175824174
고드레,Lv.285~289,아델,크로아,루나크로아,2,9716.0,True,1907.0,0,123,2,2025-11-11,2026-03-13,57,0.4524,6965224209275.509,477389642677.4857,4179221345439.4727
고디바,Lv.285~289,마법사,루나,루나크로아,2,9450.0,True,2575.0,0,125,0,2025-11-09,2026-03-15,72,0.5714,3555153349542.3335,1060704336818.3143,2404905377784.6924
고비,Lv.285~289,아델,엘리시움,기타,3,9149.0,True,2220.0,0,123,0,2025-11-11,2026-03-15,56,0.4444,963547125231.3036,948604684652.2858,228104121429.92307
고삐,Lv.290~294,프렌즈 월드,스카니아,스카니아,2,9385.0,True,3366.0,0,125,0,2025-11-09,2026-03-15,115,0.9127,3719593441623.2607,914102935480.5714,4349007066426.978
고성능핵폭탄,Lv.285~289,기사단,엘리시움,기타,3,8880.0,True,3430.0,0,113,3,2025-11-21,2026-03-12,81,0.7105,1462083870450.037,885688333944.0435,1077560020063.0769
고수,Lv.285~289,도적,루나,루나크로아,3,8572.0,True,3360.0,0,63,0,2025-11-09,2026-01-11,52,0.9123,3736891760026.173,1568028772126.8928,5186674686269.241
고양이가껐어,Lv.285~289,마법사,스카니아,스카니아,3,5616.0,False,269.0,1,25,96,2025-11-13,2025-12-08,2,0.0161,242781036678.0,14714002222.90909,0.0
고어텍스,Lv.285~289,기사단,스카니아,스카니아,3,9631.0,False,991.0,1,52,73,2025-11-09,2025-12-31,22,0.1746,1506312682141.2273,833661638573.6,43524413813.52747
고에에에에,Lv.285~289,전사,스카니아,스카니아,3,9480.0,False,1667.0,1,67,58,2025-11-09,2026-01-15,67,0.5317,972860243439.4478,668907398163.6285,459009641480.3956
고요한설원,Lv.285~289,아란,루나,루나크로아,2,10196.0,True,3963.0,0,125,2,2025-11-09,2026-03-13,97,0.7698,5451079395826.423,643904948843.3429,5562835474567.538
고유정,Lv.290~294,도적,크로아,루나크로아,2,9274.0,True,2726.0,0,125,0,2025-11-09,2026-03-15,107,0.8492,2951625545908.6636,3925004047186.143,1960975733634.1978
고창준,Lv.285~289,도적,오로라,기타,3,9041.0,True,1872.0,1,73,29,2025-12-02,2026-02-14,2,0.0159,392023357315.0,5588911476.285714,6466316625.934066
고책렌,Lv.285~289,렌,루나,루나크로아,3,6072.0,False,269.0,1,4,81,2025-12-19,2025-12-23,3,0.0263,162166581256.66666,0.0,5346151030.439561
곡깽,Lv.285~289,도적,크로아,루나크로아,3,9741.0,True,1884.0,0,125,0,2025-11-09,2026-03-15,105,0.8333,3307114755297.2856,1231109536428.457,3342397972870.5386
곡솔용코인1,Lv.285~289,궁수,스카니아,스카니아,3,9324.0,True,1149.0,0,115,2,2025-11-19,2026-03-13,54,0.4655,1991789709066.8704,3844988749229.76,125625555591.94505
골츄,Lv.290~294,도적,루나,루나크로아,2,9962.0,True,5216.0,0,125,1,2025-11-09,2026-03-14,115,0.9127,2166487375746.7217,1311336954733.8572,2233508294452.615
곰국에한그릇,Lv.285~289,아크,오로라,기타,3,9114.0,True,2802.0,0,125,0,2025-11-09,2026-03-15,74,0.5873,2066015896883.473,398123462380.88574,1526932474571.934
곰댕이웅,Lv.285~289,렌,루나,기타,3,8928.0,True,269.0,0,119,1,2025-11-15,2026-03-14,84,0.7,1443727925887.4048,980095917202.1724,1020333672260.2087
곰숴,Lv.285~289,궁수,엘리시움,기타,3,9604.0,True,2604.0,0,124,0,2025-11-10,2026-03-15,104,0.8254,646211650272.625,1156355116700.5715,293775632349.8132
곰아온,Lv.285~289,호영,엘리시움,기타,2,9423.0,True,2432.0,0,125,0,2025-11-09,2026-03-15,118,0.9365,8188554248080.593,3867814008740.657,9130504516127.33
